更新时间,#genre#
20240724-00-05-51,url


RespoTime,whitelist,#genre#
363.29ms,广州综合,http://r.jdshipin.com/snhya
363.44ms,贵州卫视,http://xuys.top:8888/udp/225.1.1.63:5002
363.50ms,安徽经济生活频道,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
363.58ms,喜剧影院,http://qnap.yjnhome.com:4000/rtp/239.3.1.91:4120
363.69ms,山东卫视,http://61.136.67.238:50085/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
363.69ms,CCTV1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
363.70ms,CCTV-第一剧场,http://xuys.top:8888/udp/225.1.2.175:5002
363.70ms,CCTV8,http://58.248.112.230:8114/GD.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBYZxg8b1eRG7LTk8x07GrI44Cftlba08rT1Q6udDNxyt&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.19&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4219&gAppVersionName=4.2.19&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1714142312998&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=0&gCityCode=DEFAULT&verType=0&Fsv_Tgid=515e9fb1a10697de&FvSeid=88fe5578aef360be&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=18131&Fsv_chan_hls_se_idx=56&Fsv_TBt=8466856&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-8-CQ&Fsv_CMSID=GD_CUCC
363.83ms,广西卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.39:8300
363.85ms,深圳卫视,http://58.19.38.162:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
364.02ms,CCTV11,http://124.205.11.246:91/live/CCTV11hd-8M/live.m3u8
364.15ms,CCTV7,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
364.16ms,CCTV12,http://qnap.yjnhome.com:4000/rtp/239.3.1.64:8124
364.18ms,江西卫视,http://58.19.38.162:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
364.34ms,重庆卫视,http://xuys.top:8888/udp/225.1.1.155:5002
364.37ms,CCTV5+,http://58.19.38.162:9901/tsfile/live/1014_1.m3u8?key=tvbox6_com&playlive=1&authid=0
364.41ms,深圳卫视,http://27.40.16.70:8114/GD_CUCC/G_SHENZHEN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKtBPUZJQRNJB5bOiIhhUc3e2OqQ5ejG4cfAiuU8Ka%2FSr&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715178863654&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e40e08c51af02&FvSeid=77fd5578ee35c10a&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4252&Fsv_chan_hls_se_idx=48&Fsv_TBt=8467296&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_SHENZHEN-CQ&Fsv_CMSID=GD_CUCC
364.57ms,北京体育休闲超清,http://qnap.yjnhome.com:4000/rtp/239.3.1.243:8000
364.57ms,2013年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
364.71ms,浙江卫视,http://118.144.105.55:91/live/ZJWS-1500k/live.m3u8
364.74ms,CCTV风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
364.92ms,CCTV第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
364.99ms,东南卫视,http://183.94.1.118:8801/tsfile/live/0137_1.m3u8
365.04ms,内蒙古卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.43:8176
365.05ms,CCTV14,http://114.254.93.41:88/tsfile/live/0014_1.m3u8
365.09ms,重庆卫视,http://xuys.top:8888/udp/225.1.1.60:5002
365.09ms,CCTV1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
365.10ms,CCTV7,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
365.16ms,历史频道,http://213.226.69.130/iptv/BF9GWX8VNPYM9X/231/index.m3u8
365.16ms,淘精彩HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.178:8001
365.18ms,CHC动作电影,http://xuys.top:8888/udp/225.1.1.215:5002
365.29ms,CCTV-10 HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.63:8116
365.31ms,湖南卫视,http://114.254.95.12:88/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
365.34ms,CCTV4,http://124.205.11.246:91/live/CCTV4hd-8M/live.m3u8
365.39ms,朝阳融媒HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.163:8001
365.51ms,CCTV3,http://58.19.38.162:9901/tsfile/live/1002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
365.59ms,CCTV9,http://61.136.67.238:50085/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
365.70ms,陕西卫视,http://61.136.67.238:50085/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
365.73ms,武侠剧场,http://qnap.yjnhome.com:4000/rtp/239.3.1.90:4120
365.79ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
365.80ms,青海卫视,http://118.144.105.55:91/live/QHWS-1500k/live.m3u8
365.84ms,陕西卫视,http://xuys.top:8888/udp/225.1.1.41:5002
365.84ms,浙江卫视,http://124.205.11.246:91/live/ZJWShd-8M/live.m3u8
365.85ms,CCTV14,http://61.136.67.238:50085/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
365.85ms,CCTV10,http://qnap.yjnhome.com:4000/rtp/239.3.1.63:8116
365.87ms,贵州卫视,http://118.144.105.55:91/live/GZWShd-8M/live.m3u8
365.88ms,CCTV15,http://qnap.yjnhome.com:4000/rtp/239.3.1.153:8136
366.04ms,宁夏卫视,http://61.136.67.238:50085/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
366.08ms,CCTV14少儿,http://124.205.11.246:91/live/CCTV14hd-8M/live.m3u8
366.10ms,北京卫视超清,http://qnap.yjnhome.com:4000/rtp/239.3.1.121:8000
366.11ms,深圳卫视,http://61.136.67.238:50085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
366.17ms,北京纪实科教,http://124.205.11.246:91/live/BTVKJhd-8M/live.m3u8
366.30ms,CCTV8,http://58.248.112.230:8114/GD.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBYZxg8b1eRG7LTk8x07GrI44Cftlba08rT1Q6udDNxyt&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.19&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4219&gAppVersionName=4.2.19&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1714142312998&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=0&gCityCode=DEFAULT&verType=0&Fsv_Tgid=515e9fb1a10697de&FvSeid=88fe5578aef360be&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=18131&Fsv_chan_hls_se_idx=56&Fsv_TBt=8466856&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-8-CQ&Fsv_CMSID=GD_CUCC07-06-2024
366.34ms,CCTV2,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
366.43ms,CCTV6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
366.48ms,江苏卫视,http://61.136.67.238:50085/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
366.49ms,天津卫视,http://118.144.105.55:91/live/TJWS-1500k/live.m3u8
366.51ms,绝美情歌dj,https://vd2.bdstatic.com/mda-mkp952u577gbq8uc/sc/cae_h264/1637737197319948432/mda-mkp952u577gbq8uc.mp4
366.60ms,山东教育,http://qnap.yjnhome.com:4000/rtp/239.3.1.52:4120
366.63ms,吉林卫视,http://61.136.67.238:50085/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
366.79ms,湖北卫视,http://118.144.105.55:91/live/HuBWShd-5M/live.m3u8
366.93ms,明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
367.00ms,湖北卫视,http://124.205.11.246:91/live/HuBWShd-8M/live.m3u8
367.04ms,CCTV12,http://61.136.67.238:50085/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
367.06ms,吉林卫视,http://xuys.top:8888/udp/225.1.1.44:5002
367.08ms,CCTV-高尔夫网球,http://xuys.top:8888/udp/225.1.2.169:5002
367.15ms,北京纪实科教HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.115:8000
367.15ms,CCTV10,http://61.136.67.238:50085/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
367.31ms,大太平洋,http://hls.cntv.kcdnvip.com/asp/hls/4000/0303000a/3/default/2d7f4eeaed2e4ad080bcf324eb21bc0d/4000.m3u8
367.33ms,山西卫视,http://118.144.105.55:91/live/SXWS1-1500k/live.m3u8
367.36ms,金鹰卡通,http://124.205.11.246:91/live/JYKT-1500k/live.m3u8
367.41ms,西藏卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.47:8164
367.43ms,CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
367.47ms,华丽台,http://r.jdshipin.com/thuYX
367.53ms,东方卫视,http://58.19.38.162:9901/tsfile/live/1018_1.m3u8?key=tvbox6_com&playlive=1&authid=0
367.60ms,黑龙江卫视,http://xuys.top:8888/udp/225.1.1.28:5002
367.67ms,CCTV2,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
367.75ms,CCTV7国防军事,http://124.205.11.246:91/live/CCTV7hd-8M/live.m3u8
367.80ms,CCTV6,http://124.205.11.246:91/live/CCTV6hd-8M/live.m3u8
367.91ms,山东教育卫视,http://xuys.top:8888/udp/225.1.2.118:5002
368.04ms,CCTV6,http://58.248.112.230:8114/GD.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBdDMxs6M4VqBOY3wzfYh5Zn70IXSXFRQUc4GqtZY1Coe&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.19&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4219&gAppVersionName=4.2.19&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1714142154017&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=0&gCityCode=DEFAULT&verType=0&Fsv_Tgid=515e9e73ad37b261&FvSeid=88fe5578aef0e784&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=18133&Fsv_chan_hls_se_idx=57&Fsv_TBt=8464824&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-6-CQ&Fsv_CMSID=GD_CUCC
368.45ms,天津卫视,http://58.19.38.162:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
368.60ms,CCTV2,http://qnap.yjnhome.com:4000/rtp/239.3.1.60:8084
368.69ms,青海卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.44:8184
368.80ms,CCTV-5,http://xuys.top:8888/udp/225.1.1.16:5002
368.80ms,军事,http://qnap.yjnhome.com:4000/rtp/239.3.1.76:4120
368.81ms,CCTV8,http://58.19.38.162:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
368.90ms,宁夏卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.46:8124
368.93ms,CCTV10,http://58.19.38.162:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
369.01ms,安徽卫视,http://124.205.11.246:91/live/AHWShd-8M/live.m3u8
369.11ms,深圳卫视,http://xuys.top:8888/udp/225.1.1.117:5002
369.14ms,泰·公共三台,http://thaipbs-live.cdn.byteark.com/live/playlist_1080p/index.m3u8
369.17ms,CCTV12社会与法,http://124.205.11.246:91/live/CCTV12hd-8M/live.m3u8
369.21ms,CCTV-11,http://xuys.top:8888/udp/225.1.1.22:5002
369.41ms,北京萌宠TV,http://218.241.192.50:8808/udp/239.3.1.102:8001
369.43ms,北京卫视,http://118.144.105.55:91/live/BJWS-1500k/live.m3u8
369.49ms,北京淘娱乐,http://218.241.192.50:8808/udp/239.3.1.100:8001
369.51ms,深圳卫视,http://xuys.top:8888/udp/225.1.1.43:5002
369.56ms,贵州卫视,http://58.19.38.162:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
369.59ms,四川卫视,http://124.205.11.246:91/live/SCWS-1500k/live.m3u8
369.67ms,翡翠台,http://r.jdshipin.com/62WM7
369.70ms,深圳卫视,http://xuys.top:8888/udp/225.1.1.117:5002
370.30ms,江西卫视,http://36.32.174.67:60080/newlive/live/hls/31/live.m3u8
370.35ms,海南卫视,http://58.19.38.162:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
370.42ms,CCTV-6,http://xuys.top:8888/udp/225.1.1.17:5002
370.73ms,CCTV3,http://58.19.38.162:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
371.04ms,CCTV-12,http://xuys.top:8888/udp/225.1.1.142:5002
371.11ms,湖南卫视,http://118.144.105.55:91/live/HuNWShd-5M/live.m3u8
371.29ms,CCTV15,http://123.138.216.44:9902/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
371.48ms,湖南卫视,http://58.19.38.162:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
371.52ms,DJ情歌8首,https://vd2.bdstatic.com/mda-mk7hhug7aprk2806/sc/cae_h264/1636496746808750167/mda-mk7hhug7aprk2806.mp4
371.68ms,CCTV-13,http://xuys.top:8888/udp/225.1.2.193:5002
371.76ms,CCTV5+,http://qnap.yjnhome.com:4000/rtp/239.3.1.130:8004
371.79ms,好学生,http://qnap.yjnhome.com:4000/rtp/239.3.1.81:4120
372.12ms,卡酷少儿,http://124.205.11.246:91/live/BTVKKhd-5M/live.m3u8
372.20ms,陕西卫视,http://61.136.67.238:50085/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
372.27ms,辽宁卫视,http://61.136.67.238:50085/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
372.27ms,CCTV6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
372.39ms,广东卫视,http://58.19.38.162:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
372.50ms,北京卫视,http://124.205.11.246:91/live/BJWShd-8M/live.m3u8
372.55ms,有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u
372.76ms,内蒙古卫视,http://124.205.11.246:91/live/NMGWS-1500k/live.m3u8
372.90ms,CCTV5+,http://58.19.38.162:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
372.90ms,CCTV11,http://58.19.38.162:9901/tsfile/live/1010_1.m3u8?key=tvbox6_com&playlive=1&authid=0
372.94ms,深圳卫视,http://118.144.105.55:91/live/SZWShd-8M/live.m3u8
372.97ms,东方卫视,http://124.205.11.246:91/live/DFWShd-8M/live.m3u8
373.03ms,CCTV7,http://123.112.208.22:4022/rtp/239.3.1.61:8104
373.04ms,CCTV4,http://123.138.216.44:9902/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
373.09ms,江苏卫视,http://58.19.38.162:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
373.19ms,四川卫视,http://61.136.67.238:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
373.20ms,东方卫视,http://27.40.16.70:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvFI8ayEeoekFD8P08%2F7EXHQHvoSr2x4xkdtxQfHt6cg&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715178761860&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e4014f3eb28dc&FvSeid=77fd5578ee342bde&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4254&Fsv_chan_hls_se_idx=49&Fsv_TBt=8467904&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_DONGFANG-CQ&Fsv_CMSID=GD_CUCC
373.20ms,J2,http://r.jdshipin.com/Nr5jq
373.26ms,天津卫视,http://58.19.38.162:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
373.39ms,新唐人欧洲台,https://live.ntdtv.com/eulive600/playlist.m3u8
373.39ms,北京卫视,http://58.19.38.162:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
373.62ms,天津卫视,http://xuys.top:8888/udp/225.1.1.111:5002
373.69ms,CCTV13,http://119.39.97.2:9002/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
373.77ms,安徽卫视,http://58.19.38.162:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
374.08ms,CCTV5,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
374.10ms,东南卫视,http://124.205.11.246:91/live/DNWShd-8M/live.m3u8
374.38ms,国学,http://qnap.yjnhome.com:4000/rtp/239.3.1.77:4120
374.63ms,CCTV-2,http://xuys.top:8888/udp/225.1.1.133:5002
374.66ms,北京文艺HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.242:8000
374.75ms,山东卫视,http://124.205.11.246:91/live/SDWShd-8M/live.m3u8
374.77ms,CCTV14,http://58.19.38.162:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
374.79ms,江西卫视,http://123.138.216.44:9902/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
374.79ms,广东卫视,http://xuys.top:8888/udp/225.1.1.29:5002
374.88ms,东南卫视,http://58.19.38.162:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
374.89ms,湖北卫视,http://114.254.93.41:88/tsfile/live/0132_1.m3u8
374.94ms,江苏卫视,http://xuys.top:8888/udp/225.1.1.126:5002
374.97ms,CCTV17农业农村,http://124.205.11.246:91/live/CCTV17hd-8M/live.m3u8
375.03ms,新唐人加西台,https://live.ntdtv.com/cwlive220/playlist.m3u8
375.10ms,海南卫视,http://124.205.11.246:91/live/LYWS-1500k/live.m3u8
375.17ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
375.49ms,新疆卫视,http://qnap.yjnhome.com:4000/rtp/239.3.1.48:8160
375.50ms,贵州卫视,http://xuys.top:8888/udp/225.1.2.28:5002
375.54ms,大湾区卫视,http://124.205.11.246:91/live/NFWS-1500k/live.m3u8
375.57ms,黑龙江卫视,http://xuys.top:8888/udp/225.1.1.28:5002
375.71ms,CGTN 记录HD,http://qnap.yjnhome.com:4000/rtp/239.3.1.216:4220
375.80ms,四川卫视,http://118.144.105.55:91/live/SCWS-1500k/live.m3u8
376.08ms,CCTV-13,http://xuys.top:8888/udp/225.1.2.193:5002
376.20ms,嵊泗新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
376.23ms,CCTV风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
376.27ms,CCTV6,http://114.254.95.12:88/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
376.39ms,广州影视,http://r.jdshipin.com/sFw4S
376.40ms,黑龙江卫视,http://119.39.97.2:9002/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
376.41ms,CCTV13新闻,http://124.205.11.246:91/live/CCTV13hd-8M/live.m3u8
376.65ms,CCTV5,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
376.66ms,天津卫视,http://36.32.174.67:60080/newlive/live/hls/26/live.m3u8
376.68ms,安徽卫视,http://123.138.216.44:9902/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
376.98ms,山西卫视,http://119.39.97.2:9002/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
377.10ms,海南卫视,http://119.39.97.2:9002/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
377.14ms,CCTV3,http://123.138.216.44:9902/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
377.20ms,CCTV1,http://113.206.187.107:8001/udp/225.0.4.74:7980
377.23ms,CCTV11,http://119.39.97.2:9002/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
377.26ms,CCTV16奥林匹克,http://124.205.11.246:91/live/CCTV16hd-8M/live.m3u8
377.28ms,陕西卫视,http://123.138.216.44:9902/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
377.29ms,东南卫视,http://119.39.97.2:9002/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
377.30ms,CCTV13,http://123.112.208.22:4022/rtp/239.3.1.124:8128
377.46ms,CCTV-16,http://xuys.top:8888/udp/225.1.2.237:5002
377.48ms,青海卫视,http://123.138.216.44:9902/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
377.53ms,遂昌新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
377.56ms,广东卫视,http://118.144.105.55:91/live/GDWShd-8M/live.m3u8
377.61ms,东方卫视,http://118.144.105.55:91/live/DFWS-1500k/live.m3u8
377.79ms,贵州卫视,http://119.39.97.2:9002/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
377.90ms,CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
378.02ms,翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
378.10ms,河南卫视,http://61.136.67.238:50085/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
378.16ms,翡翠台,http://r.jdshipin.com/n90gt
378.21ms,CCTV17,http://qnap.yjnhome.com:4000/rtp/239.3.1.151:8144
378.30ms,陕西卫视,http://124.205.11.246:91/live/SXWS3-1500k/live.m3u8
378.31ms,CCTV8,https://epg.pw/stream/bb5f455f31fd2dd822f789a6b44390de6aaec403cd8e75836aed3ffcd8a76c8b.m3u8
378.33ms,东南卫视,http://123.138.216.44:9902/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
